# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan  6 15:15:44 2017
#
# CONSTRAINT:  where (k2c_disp like 'C%'
# CONSTRAINT:  and k2c_recentflag = 1
# CONSTRAINT:  )
#
# COLUMN epic_name:      EPIC Name
# COLUMN tm_name:        2MASS Designation
# COLUMN epic_candname:  Candidate Name
# COLUMN pl_name:        Planet Name
# COLUMN k2c_refdisp:    Reference Disposition
# COLUMN k2c_reflink:    Reference Link
# COLUMN k2c_disp:       Exoplanet Archive Disposition
# COLUMN k2c_note:       Notes
# COLUMN k2_campaign:    K2 Campaign
# COLUMN k2c_recentflag: Most Recent Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_trandep:     Transit Depth [percent]
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_ratdor:      Ratio of Distance to Stellar Radius
# COLUMN pl_ratror:      Ratio of Candidate to Stellar Radius
# COLUMN pl_rade:        Candidate Radius [Earth radii]
# COLUMN pl_radj:        Candidate Radius [Jupiter radii]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_plx:         Parallax [mas]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_vsini:       Rot. Velocity V*sin(i) [km/s]
#
rowid,epic_name,tm_name,epic_candname,pl_name,k2c_refdisp,k2c_reflink,k2c_disp,k2c_note,k2_campaign,k2c_recentflag,ra_str,ra,dec_str,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_ratdor,pl_ratror,pl_rade,pl_radj,pl_eqt,st_plx,st_dist,st_teff,st_logg,st_metfe,st_metratio,st_rad,st_vsini
772,EPIC 212451091,2MASS J14055312-1346458,EPIC 212451091.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h05m53.12s,211.471328,-13d46m45.8s,-13.779389,12.66600000,2457226.371000,0.187600,0.1462500,0.0530,,,4.33180,,,,,,,,,,,
773,EPIC 212454160,2MASS J13343293-1342455,EPIC 212454160.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h34m32.94s,203.637266,-13d42m45.4s,-13.712618,0.87600000,2457218.236000,0.014600,0.3071700,0.5260,,,1.21030,,,,,,,,,,,
774,EPIC 212454422,2MASS J13141275-1342247,EPIC 212454422.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h14m12.75s,198.553139,-13d42m24.8s,-13.706878,3.26900000,2457220.227000,1.247300,0.0402500,0.0000,,,11.16820,,,,,,,,,,,
775,EPIC 212460519,2MASS J13341115-1334370,EPIC 212460519.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h34m11.17s,203.546541,-13d34m36.9s,-13.576928,7.38795716,2457231.178840,0.077000,2.7510000,,,,,,,,,,,,,,,
777,EPIC 212480208,2MASS J13412725-1309392,EPIC 212480208.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h41m27.24s,205.363495,-13d09m39.2s,-13.160896,10.09900000,2457224.771000,0.017900,0.1545800,0.1410,,,1.33850,,,,,,,,,,,
778,EPIC 212495601,2MASS J13153903-1249374,EPIC 212495601.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h15m39.03s,198.912639,-12d49m37.4s,-12.827043,21.67700000,2457229.646000,0.060500,0.1889200,0.1300,,,2.45960,,,,,,,,,,,
779,EPIC 212496592,2MASS J13263339-1248235,EPIC 212496592.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h26m33.40s,201.639169,-12d48m23.6s,-12.806568,2.85794855,2457225.278695,0.026000,2.7990000,,,,,,,,,,,,,,,
781,EPIC 212499835,2MASS J13494044-1244174,EPIC 212499835.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h49m40.47s,207.418622,-12d44m17.3s,-12.738137,6.88300000,2457221.015000,0.441700,0.2304600,0.2320,,,6.64630,,,,,,,,,,,
782,EPIC 212499991,2MASS J13295729-1244051,EPIC 212499991.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h29m57.30s,202.488766,-12d44m05.0s,-12.734723,15.38100000,2457225.459000,0.054200,0.0911200,0.0000,,,2.32880,,,,,,,,,,,
784,EPIC 212521166,2MASS J13492388-1217042,EPIC 212521166.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h49m23.89s,207.349540,-12d17m04.2s,-12.284491,13.85870316,2457233.747451,0.126000,3.7470000,,,,,,,,,,,,,,,
785,EPIC 212529560,2MASS J13283153-1206263,EPIC 212529560.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h28m31.54s,202.131428,-12d06m26.3s,-12.107318,8.12100000,2457219.080000,0.040600,0.1415800,0.1640,,,2.01400,,,,,,,,,,,
786,EPIC 212530118,2MASS J13313560-1205423,EPIC 212530118.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h31m35.59s,202.898309,-12d05m42.3s,-12.095094,12.83724862,2457230.127906,0.054000,3.9440000,,,,,,,,,,,,,,,
787,EPIC 212534729,2MASS J13425590-1159391,EPIC 212534729.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h42m55.91s,205.732954,-11d59m39.3s,-11.994251,13.47900000,2457223.541000,0.022200,0.1183300,0.0100,,,1.49040,,,,,,,,,,,
789,EPIC 212543933,2MASS J13463655-1148178,EPIC 212543933.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h46m36.56s,206.652323,-11d48m17.8s,-11.804943,7.80651068,2457231.300882,0.053000,3.2000000,,,,,,,,,,,,,,,
790,EPIC 212554013,2MASS J13481881-1135204,EPIC 212554013.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h48m18.81s,207.078377,-11d35m20.3s,-11.588979,3.58800000,2457220.338000,1.264900,0.0778300,0.0730,,,11.24660,,,,,,,,,,,
791,EPIC 212555594,2MASS J13461973-1133226,EPIC 212555594.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h46m19.75s,206.582274,-11d33m22.5s,-11.556253,4.16300000,2457220.440000,0.024500,0.0600400,0.0000,,,1.56610,,,,,,,,,,,
792,EPIC 212562715,2MASS J13284030-1123574,EPIC 212562715.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h28m40.30s,202.167916,-11d23m57.6s,-11.399330,13.52400000,2457220.467000,0.053300,0.0964200,0.1910,,,2.30850,,,,,,,,,,,
793,EPIC 212563850,2MASS J13232364-1122290,EPIC 212563850.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h23m23.65s,200.848533,-11d22m29.1s,-11.374752,14.31100000,2457222.751000,0.068900,0.0816700,0.0000,,,2.62480,,,,,,,,,,,
795,EPIC 212570977,2MASS J13433632-1113249,EPIC 212570977.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h43m36.33s,205.901392,-11d13m24.9s,-11.223570,8.85007649,2457232.757603,2.597000,4.3840000,,,,,,,,,,,,,,,
796,EPIC 212572439,2MASS J13374562-1111331,EPIC 212572439.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h37m45.62s,204.440072,-11d11m33.3s,-11.192574,2.58166013,2457225.607829,0.499000,1.9110000,,,,,,,,,,,,,,,
798,EPIC 212572452,2MASS J13374603-1111319,EPIC 212572452.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h37m46.02s,204.441764,-11d11m32.0s,-11.192224,2.58100000,2457217.865000,3.029000,0.0628800,0.1530,,,17.40400,,,,,,,,,,,
799,EPIC 212575828,2MASS J13403833-1107016,EPIC 212575828.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h40m38.33s,205.159693,-11d07m01.5s,-11.117092,2.06000000,2457217.849000,0.134400,0.0574200,0.0000,,,3.66580,,,,,,,,,,,
801,EPIC 212577658,2MASS J13550080-1104474,EPIC 212577658.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h55m00.81s,208.753356,-11d04m47.4s,-11.079821,14.07277587,2457235.380818,0.040000,3.0040000,,,,,,,,,,,,,,,
802,EPIC 212579424,2MASS J13112577-1102331,EPIC 212579424.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h11m25.78s,197.857405,-11d02m33.2s,-11.042554,6.37300000,2457221.769000,1.791900,0.0792500,0.0000,,,13.38610,,,,,,,,,,,
803,EPIC 212580872,2MASS J13405689-1100336,EPIC 212580872.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h40m56.90s,205.237063,-11d00m33.5s,-11.009296,14.78600000,2457224.262000,0.133400,0.1715400,0.0000,,,3.65180,,,,,,,,,,,
804,EPIC 212585579,2MASS J13391579-1054250,EPIC 212585579.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h39m15.79s,204.815772,-10d54m25.1s,-10.906977,3.02164122,2457227.609901,0.149000,1.7360000,,,,,,,,,,,,,,,
805,EPIC 212586030,2MASS J13432595-1053489,EPIC 212586030.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h43m25.96s,205.858149,-10d53m48.9s,-10.896922,7.78500000,2457220.882000,0.054100,0.0653300,0.0000,,,2.32690,,,,,,,,,,,
807,EPIC 212587672,2MASS J13414671-1051447,EPIC 212587672.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h41m46.73s,205.444708,-10d51m44.8s,-10.862432,23.24110566,2457237.030509,0.069000,4.5050000,,,,,,,,,,,,,,,
808,EPIC 212592101,2MASS J13424109-1046067,EPIC 212592101.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h42m41.09s,205.671225,-10d46m06.7s,-10.768529,4.54500000,2457217.550000,0.635400,0.0436200,0.2210,,,7.97110,,,,,,,,,,,
809,EPIC 212601505,2MASS J13303399-1033194,EPIC 212601505.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h30m34.00s,202.641656,-10d33m19.4s,-10.555388,0.72436144,2457225.115894,3.564000,1.2380000,,,,,,,,,,,,,,,
810,EPIC 212639319,2MASS J13181875-0941307,EPIC 212639319.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h18m18.75s,199.578137,-09d41m30.7s,-9.691857,13.84300000,2457222.438000,0.078100,0.0645800,0.2750,,,2.79450,,,,,,,,,,,
811,EPIC 212645891,2MASS J14010552-0932243,EPIC 212645891.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,14h01m05.52s,210.273020,-09d32m24.4s,-9.540112,0.32814902,2457225.259789,0.235000,1.0060000,,,,,,,,,,,,,,,
812,EPIC 212645891,2MASS J14010552-0932243,EPIC 212645891.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h01m05.52s,210.273020,-09d32m24.4s,-9.540112,0.98400000,2457218.042000,0.162800,0.0284200,0.2400,,,4.03440,,,,,,,,,,,
813,EPIC 212646483,2MASS J14063916-0931354,EPIC 212646483.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,14h06m39.17s,211.663201,-09d31m35.4s,-9.526506,8.25300000,2457219.873000,0.084500,0.0433300,0.6630,,,2.90710,,,,,,,,,,,
814,EPIC 212661144,2MASS J13565599-0911154,EPIC 212661144.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h56m56.00s,209.233339,-09d11m15.5s,-9.187627,2.45840745,2457226.293781,0.063000,1.0970000,,,,,,,,,,,,,,,
816,EPIC 212672300,2MASS J13382614-0855378,EPIC 212672300.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h38m26.14s,204.608927,-08d55m37.7s,-8.927150,39.69900000,2457243.008000,0.061400,0.3069600,0.2730,,,2.47860,,,,,,,,,,,
817,EPIC 212679181,2MASS J13265692-0845469,EPIC 212679181.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h26m56.93s,201.737188,-08d45m46.8s,-8.763013,1.05500000,2457217.551000,0.045800,0.0215400,0.2430,,,2.14010,,,,,,,,,,,
818,EPIC 212688920,2MASS J13320325-0831532,EPIC 212688920.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h32m03.25s,203.013562,-08d31m53.3s,-8.531480,62.84100000,2457220.233000,5.346300,0.0842900,0.8180,,,23.12220,,,,,,,,,,,
819,EPIC 212689874,2MASS J13191957-0830339,EPIC 212689874.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h19m19.56s,199.831512,-08d30m34.1s,-8.509480,15.85400000,2457225.044000,0.090200,0.1875800,0.1120,,,3.00410,,,,,,,,,,,
821,EPIC 212697709,2MASS J13263727-0819033,EPIC 212697709.01,WASP-157 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CONFIRMED,,6,1,13h26m37.25s,201.655192,-08d19m03.2s,-8.317560,3.95169560,2457226.190233,0.750000,1.8530000,,,,,,,,,,,,,,,
822,EPIC 212703473,2MASS J13245676-0810183,EPIC 212703473.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h24m56.77s,201.236536,-08d10m18.3s,-8.171739,18.51600000,2457221.169000,0.030000,0.1091700,0.3230,,,1.73000,,,,,,,,,,,
823,EPIC 212703473,2MASS J13245676-0810183,EPIC 212703473.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h24m56.77s,201.236536,-08d10m18.3s,-8.171739,6.78800000,2457222.730000,0.020400,0.1160000,0.0970,,,1.42990,,,,,,,,,,,
825,EPIC 212705192,2MASS J13302530-0807489,EPIC 212705192.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h30m25.30s,202.605434,-08d07m48.9s,-8.130262,2.26884990,2457226.417080,0.779000,2.4750000,,,,,,,,,,,,,,,
826,EPIC 212712473,2MASS J13560464-0757076,EPIC 212712473.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h56m04.65s,209.019361,-07d57m07.7s,-7.952130,7.26400000,2457217.793000,0.323200,0.1278300,0.1010,,,5.68520,,,,,,,,,,,
828,EPIC 212735333,2MASS J13293447-0722262,EPIC 212735333.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h29m34.48s,202.393669,-07d22m26.4s,-7.374002,8.35470947,2457226.553418,0.055000,3.8630000,,,,,,,,,,,,,,,
829,EPIC 212737443,2MASS J13365320-0719053,EPIC 212737443.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,13h36m53.21s,204.221698,-07d19m05.3s,-7.318144,13.60697954,2457234.953293,0.146000,3.4980000,,,,,,,,,,,,,,,
831,EPIC 212756297,2MASS J13503740-0648145,EPIC 212756297.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016A&A...594A.100B target=ref>Barros et al. 2016</a>,CANDIDATE,,6,1,,,,,1.33711405,2457226.132853,3.217000,1.8440000,,,,,,,,,,,,,,,
833,EPIC 212757601,2MASS J13523711-0646097,EPIC 212757601.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h52m37.11s,208.154643,-06d46m09.8s,-6.769382,1.01800000,2457218.013000,0.979400,0.0550800,0.0000,,,9.89640,,,,,,,,,,,
834,EPIC 212768333,2MASS J13152252-0627535,EPIC 212768333.03,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h15m22.51s,198.843808,-06d27m53.6s,-6.464886,17.04300000,2457221.610000,0.173700,0.1075400,0.0660,,,4.16730,,,,,,,,,,,
835,EPIC 212768333,2MASS J13152252-0627535,EPIC 212768333.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h15m22.51s,198.843808,-06d27m53.6s,-6.464886,3.35900000,2457218.397000,0.018000,0.0591700,0.0540,,,1.33000,,,,,,,,,,,
836,EPIC 212768333,2MASS J13152252-0627535,EPIC 212768333.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h15m22.51s,198.843808,-06d27m53.6s,-6.464886,7.45000000,2457221.023000,0.068100,0.1087500,0.0030,,,2.61000,,,,,,,,,,,
837,EPIC 212772113,2MASS J13325329-0621244,EPIC 212772113.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h32m53.28s,203.222016,-06d21m24.7s,-6.356853,8.95300000,2457223.806000,0.117800,0.0338300,0.1240,,,3.43240,,,,,,,,,,,
838,EPIC 212779596,2MASS J13553641-0608100,EPIC 212779596.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h55m36.41s,208.901707,-06d08m10.1s,-6.136143,3.22500000,2457218.739000,0.058000,0.0761200,0.0200,,,2.41000,,,,,,,,,,,
839,EPIC 212779596,2MASS J13553641-0608100,EPIC 212779596.02,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h55m36.41s,208.901707,-06d08m10.1s,-6.136143,7.37400000,2457222.930000,0.143100,0.0965000,0.1300,,,3.78320,,,,,,,,,,,
840,EPIC 212782836,2MASS J13390713-0602293,EPIC 212782836.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h39m07.13s,204.779727,-06d02m29.7s,-6.041594,7.12500000,2457222.120000,0.015300,0.1172500,0.0920,,,1.23820,,,,,,,,,,,
841,EPIC 212796016,2MASS J13411049-0539482,EPIC 212796016.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h41m10.49s,205.293697,-05d39m48.1s,-5.663363,3.21600000,2457217.935000,0.030800,0.0559600,0.0000,,,1.75400,,,,,,,,,,,
842,EPIC 212803289,2MASS J13550570-0526330,EPIC 212803289.01,K2-99 b,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CONFIRMED,,6,1,13h55m05.70s,208.773747,-05d26m32.9s,-5.442466,18.25000000,2457233.823000,0.177600,0.4528300,0.3430,,,4.21430,,,,,,,,,,,
843,EPIC 212813907,2MASS J13471984-0506217,EPIC 212813907.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h47m19.84s,206.832654,-05d06m21.9s,-5.106074,6.72500000,2457221.836000,0.242500,0.0383700,0.1560,,,4.92460,,,,,,,,,,,
844,EPIC 212828909,2MASS J13290038-0436367,EPIC 212828909.01,,CANDIDATE,<a href=http://adsabs.harvard.edu/abs/2016arXiv160601264P target=ref>Pope et al. 2016</a>,CANDIDATE,,6,1,13h29m00.38s,202.251596,-04d36m36.8s,-4.610228,2.85000000,2457218.558000,0.025000,0.0554200,0.1320,,,1.58150,,,,,,,,,,,
