# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan  4 16:30:57 2017
#
# CONSTRAINT:  where (koi_pdisposition like 'CANDIDATE'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_fittype:    Planetary Fit Type
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
#
rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec
5272,6973796,K03726.01,,CANDIDATE,CANDIDATE,115.994353350,5.0280000e-05,-5.0280000e-05,0,,,MCMC,14.70,8.300e-01,-1.180e+00,89.95,,,265.0,,,1.16,0.36,-0.30,1,4530.00,184.00,-150.00,4.566,0.045,-0.031,0.7350,0.0420,-0.0590,298.123960,42.403172
5276,4663185,K03805.01,,CANDIDATE,CANDIDATE,56.699482680,6.0730000e-05,-6.0730000e-05,0,,,MCMC,704.51,1.791e+02,-3.809e+02,87.66,,,1325.0,,,728.13,510.91,-595.03,1,4831.00,96.00,-170.00,2.488,0.388,-0.172,15.6370,3.9740,-8.4550,294.079380,39.729641
5279,4147444,K03880.01,,CANDIDATE,CANDIDATE,1.803701324,3.9800000e-06,-3.9800000e-06,0,,,MCMC,1.03,5.500e-01,-1.400e-01,87.66,,,1782.0,,,2385.75,3868.79,-871.91,1,6438.00,183.00,-255.00,4.330,0.102,-0.304,1.1660,0.6190,-0.1590,288.867370,39.264961
5285,8256044,K03652.01,,CANDIDATE,CANDIDATE,16.371887772,5.9840000e-06,-5.9840000e-06,0,,,MCMC,72.57,3.293e+01,-2.108e+01,88.24,,,840.0,,,117.90,166.55,-65.07,1,5642.00,190.00,-162.00,4.114,0.284,-0.238,1.4150,0.6420,-0.4110,298.675570,44.175732
5287,6960446,K03654.01,,CANDIDATE,CANDIDATE,10.148722578,6.3230000e-06,-6.3230000e-06,0,,,MCMC,71.12,3.748e+01,-1.399e+01,87.09,,,1044.0,,,281.19,452.74,-126.63,1,6366.00,182.00,-250.00,4.239,0.166,-0.277,1.2960,0.6830,-0.2550,295.195830,42.418911
5289,7515679,K03728.01,Kepler-1517 b,CONFIRMED,CANDIDATE,5.546083665,7.0870000e-06,-7.0870000e-06,0,,,MCMC,20.24,2.230e+00,-7.840e+00,86.52,,,2335.0,,,7027.09,2733.33,-4809.00,1,7358.00,223.00,-310.00,3.538,0.315,-0.095,4.0370,0.4450,-1.5650,287.807220,43.188782
5292,10879213,K03730.01,,CANDIDATE,CANDIDATE,0.668483776,3.9400000e-07,-3.9400000e-07,0,,,MCMC,60.18,0.000e+00,0.000e+00,74.48,,,2082.0,,,4439.53,0.00,0.00,1,5780.00,,,4.438,,,1.0000,,,298.259920,48.218964
5298,5769943,K03810.01,,CANDIDATE,CANDIDATE,1.013777428,4.5150000e-06,-4.5150000e-06,0,,,MCMC,26.16,3.350e+00,-3.350e+00,76.20,,,828.0,,,111.07,38.23,-31.19,1,3644.00,50.00,-50.00,4.872,0.060,-0.060,0.3900,0.0500,-0.0500,283.750400,41.086010
5299,2994092,K06301.01,,CANDIDATE,CANDIDATE,50.271712000,1.1200000e-03,-1.1200000e-03,0,,,MCMC,3.16,1.580e+00,-5.200e-01,89.95,,,600.0,,,30.63,46.43,-13.04,1,6517.00,181.00,-314.00,4.349,0.075,-0.075,1.2780,0.6410,-0.2090,292.400630,38.134579
5300,4638237,K03811.01,,CANDIDATE,CANDIDATE,290.140244800,2.4760000e-04,-2.4760000e-04,0,,,MCMC,6.53,3.350e+00,-7.100e-01,89.95,,,245.0,,,0.85,1.38,-0.24,1,5551.00,189.00,-146.00,4.518,0.092,-0.390,0.7630,0.3920,-0.0830,286.153110,39.714901
5301,9351316,K02078.02,Kepler-1086 c,CONFIRMED,CANDIDATE,161.516334500,8.6290000e-04,-8.6290000e-04,0,,,MCMC,2.74,1.900e-01,-2.400e-01,89.95,,,203.0,,,0.40,0.10,-0.09,2,4137.00,90.00,-79.00,4.660,0.028,-0.044,0.6120,0.0430,-0.0530,295.251160,45.842972
5304,8848288,K03886.01,,CANDIDATE,CANDIDATE,5.566506330,1.2120000e-05,-1.2120000e-05,0,,,MCMC,34.67,6.090e+00,-1.086e+01,75.06,,,2663.0,,,11894.76,5618.67,-6968.22,1,4781.00,76.00,-153.00,2.562,0.032,-0.027,12.5360,2.2030,-3.9260,301.047300,45.087631
5308,5202905,K01932.02,Kepler-340 b,CONFIRMED,CANDIDATE,14.844416300,2.2810000e-04,-2.2810000e-04,0,,,MCMC,4.61,1.020e+00,-1.610e+00,88.24,,,1672.0,,,1846.81,1224.15,-1186.70,2,8241.00,226.00,-345.00,3.745,0.295,-0.112,3.1770,0.7040,-1.1080,295.933470,40.300571
5310,3339538,K06326.01,,CANDIDATE,CANDIDATE,14.658014077,2.8200000e-07,-2.8200000e-07,0,,,MCMC,165.91,1.202e+02,-8.173e+01,88.24,,,855.0,,,126.35,304.12,-97.38,1,5146.00,178.00,-147.00,3.986,0.544,-0.544,1.6260,1.1780,-0.8010,290.739440,38.414139
5312,5103998,K03660.01,,CANDIDATE,CANDIDATE,174.769720100,1.1080000e-04,-1.1080000e-04,0,,,MCMC,482.12,1.990e+02,-3.667e+01,89.95,,,294.0,,,1.76,2.18,-0.41,1,5693.00,168.00,-150.00,4.574,0.030,-0.276,0.8020,0.3310,-0.0610,293.157650,40.262711
5314,12154526,K02004.03,,CANDIDATE,CANDIDATE,1.721094310,1.4380000e-05,-1.4380000e-05,0,,,MCMC,0.59,2.300e-01,-6.000e-02,89.95,,,1499.0,,,1192.46,1408.74,-329.09,3,5798.00,151.00,-163.00,4.467,0.058,-0.281,0.9580,0.3860,-0.0950,288.646270,50.788979
5316,2166200,K03735.01,,CANDIDATE,CANDIDATE,8.096941332,8.4460000e-06,-8.4460000e-06,0,,,MCMC,81.67,4.256e+01,-1.803e+01,87.09,,,1195.0,,,481.48,759.05,-232.54,1,6572.00,179.00,-259.00,4.208,0.163,-0.288,1.4180,0.7390,-0.3130,292.733700,37.559311
5317,3547315,K03736.01,,CANDIDATE,CANDIDATE,0.642348692,1.5000000e-07,-1.5000000e-07,0,,,MCMC,37.18,1.504e+01,-3.290e+00,63.03,,,1830.0,,,2653.37,3445.85,-713.19,1,5441.00,212.00,-171.00,4.553,0.043,-0.244,0.7910,0.3200,-0.0700,292.137330,38.602348
5320,5386904,K03813.01,,CANDIDATE,CANDIDATE,4.859199300,1.0720000e-04,-1.0720000e-04,0,,,MCMC,6.99,4.560e+00,-7.800e-01,79.07,,,1270.0,,,614.60,1280.07,-198.18,1,6517.00,201.00,-245.00,4.382,0.063,-0.365,1.1590,0.7560,-0.1290,297.949220,40.530708
5323,6507433,K03815.01,,CANDIDATE,CANDIDATE,4.742556359,3.8780000e-06,-3.8780000e-06,0,,,MCMC,7.84,4.190e+00,-7.300e-01,86.52,,,1166.0,,,437.15,702.99,-131.60,1,6167.00,161.00,-246.00,4.444,0.044,-0.328,1.0640,0.5680,-0.0990,286.508760,41.922741
5326,8564976,K03890.01,,CANDIDATE,CANDIDATE,152.827700000,1.1300000e-03,-1.1300000e-03,0,,,MCMC,32.24,3.400e+00,-7.510e+00,89.95,,,734.0,,,68.47,21.50,-32.25,1,4991.00,91.00,-131.00,2.933,0.030,-0.031,7.5060,0.7930,-1.7480,293.772130,44.638470
5327,8765560,K03891.01,,CANDIDATE,CANDIDATE,47.109813600,2.3120000e-04,-2.3120000e-04,0,,,MCMC,29177.00,1.519e+04,-7.903e+03,48.70,,,751.0,,,75.40,117.23,-39.92,1,5258.00,133.00,-158.00,3.597,0.229,-0.323,2.7800,1.4470,-0.7530,296.156010,44.920090
5328,11760860,K03892.01,Kepler-1525 b,CONFIRMED,CANDIDATE,2.416601183,5.2750000e-06,-5.2750000e-06,0,,,MCMC,0.84,3.300e-01,-7.000e-02,89.95,,,1309.0,,,694.24,778.87,-173.12,1,5812.00,147.00,-168.00,4.513,0.034,-0.282,0.9230,0.3560,-0.0750,290.559510,49.943008
5331,12735740,K03663.01,Kepler-86 b,CONFIRMED,CANDIDATE,282.525485600,1.0940000e-04,-1.0940000e-04,0,,,MCMC,11.24,4.780e+00,-1.590e+00,89.95,,,306.0,,,2.06,2.55,-0.71,1,6007.00,147.00,-175.00,4.340,0.116,-0.266,1.1240,0.4780,-0.1590,289.763610,51.962601
5337,5215700,K03740.01,,CANDIDATE,CANDIDATE,0.656201004,4.2000000e-08,-4.2000000e-08,0,,,MCMC,128.57,5.148e+01,-1.223e+01,52.71,,,2155.0,,,5094.25,6029.16,-1511.89,1,6025.00,164.00,-225.00,4.472,0.047,-0.283,0.9990,0.4000,-0.0950,298.530400,40.398460
5339,8780959,K03741.02,,CANDIDATE,CANDIDATE,18.577356000,1.4750000e-03,-1.4750000e-03,0,,,MCMC,1.59,7.700e-01,-3.400e-01,89.38,,,879.0,,,140.97,206.34,-64.83,4,6432.00,168.00,-218.00,4.207,0.182,-0.262,1.3450,0.6600,-0.2860,300.332370,44.986141
5340,5565486,K03742.01,,CANDIDATE,CANDIDATE,1.412523974,3.0760000e-06,-3.0760000e-06,0,,,MCMC,69.71,3.255e+01,-7.370e+00,72.19,,,1930.0,,,3279.01,4638.40,-1034.36,1,6609.00,193.00,-252.00,4.391,0.059,-0.283,1.1350,0.5300,-0.1200,299.378080,40.757359
5342,8552719,K01792.01,Kepler-953 b,CONFIRMED,CANDIDATE,88.406552580,8.3060000e-05,-8.3060000e-05,0,,,MCMC,4.27,6.300e-01,-2.200e-01,89.38,,,397.0,,,5.84,2.42,-1.10,1,5688.00,104.00,-142.00,4.476,0.031,-0.127,0.9980,0.1460,-0.0530,288.971650,44.624531
5355,3732035,K03966.01,Kepler-1535 b,CONFIRMED,CANDIDATE,138.944200000,1.2140000e-03,-1.2140000e-03,0,,,MCMC,1.97,8.400e-01,-1.500e-01,89.95,,,343.0,,,3.26,4.09,-0.77,1,6049.00,156.00,-167.00,4.552,0.030,-0.308,0.8450,0.3610,-0.0630,286.613710,38.891972
5364,8678664,K01782.01,,CANDIDATE,CANDIDATE,15.420410984,3.5670000e-06,-3.5670000e-06,0,,,MCMC,5724.89,2.160e+03,-4.879e+02,72.19,,,661.0,,,45.03,51.10,-11.04,1,5468.00,164.00,-139.00,4.505,0.049,-0.253,0.8800,0.3320,-0.0750,287.210600,44.849129
5365,8832512,K01821.01,Kepler-963 b,CONFIRMED,CANDIDATE,9.976837050,1.5680000e-05,-1.5680000e-05,0,,,MCMC,2.89,1.210e+00,-3.900e-01,89.95,,,802.0,,,97.85,126.07,-31.65,1,5500.00,172.00,-141.00,4.416,0.118,-0.271,0.9280,0.3920,-0.1240,296.752960,45.041100
5376,5211199,K02158.02,,CANDIDATE,CANDIDATE,6.682284630,5.8030000e-05,-5.8030000e-05,0,,,MCMC,1.01,5.500e-01,-3.900e-01,89.95,,,1122.0,,,374.67,621.26,-248.84,2,5445.00,158.00,-139.00,4.061,0.415,-0.289,1.4600,0.7880,-0.5690,297.651430,40.352551
5390,9574614,K01745.01,,CANDIDATE,CANDIDATE,0.982090424,1.8400000e-07,-1.8400000e-07,0,,,MCMC,50.81,1.623e+01,-4.240e+00,57.87,,,1567.0,,,1426.18,1423.79,-356.02,1,5472.00,192.00,-152.00,4.573,0.047,-0.180,0.7420,0.2370,-0.0620,284.967100,46.276260
5398,8189801,K02480.01,,CANDIDATE,CANDIDATE,0.666826778,7.2100000e-07,-7.2100000e-07,0,,,MCMC,1.31,2.200e-01,-1.100e-01,88.24,,,1181.0,,,460.16,215.69,-103.89,1,3990.00,84.00,-66.00,4.694,0.060,-0.110,0.5540,0.0900,-0.0500,298.926390,44.002190
5401,9280239,K03975.01,Kepler-1536 b,CONFIRMED,CANDIDATE,364.758031000,5.8200000e-03,-5.8200000e-03,0,,,MCMC,2.98,2.500e-01,-3.300e-01,89.38,,,166.0,,,0.18,0.07,-0.06,1,4386.00,156.00,-170.00,4.629,0.062,-0.028,0.6300,0.0530,-0.0690,291.585170,45.715790
5407,6611330,K01691.01,,CANDIDATE,CANDIDATE,35.145755830,3.5110000e-05,-3.5110000e-05,0,,,MCMC,42.60,1.686e+01,-3.810e+00,88.81,,,480.0,,,12.60,16.02,-3.42,1,5437.00,213.00,-173.00,4.554,0.045,-0.236,0.7830,0.3100,-0.0700,293.338070,42.016312
5408,6699368,K01694.01,,CANDIDATE,CANDIDATE,3.690316844,3.8740000e-06,-3.8740000e-06,0,,,MCMC,9.68,4.130e+00,-1.110e+00,78.50,,,1280.0,,,634.09,793.70,-196.71,1,6120.00,158.00,-192.00,4.395,0.081,-0.281,1.0540,0.4490,-0.1210,294.014920,42.139191
5409,9886255,K01846.01,Kepler-976 b,CONFIRMED,CANDIDATE,105.956414800,4.6260000e-04,-4.6260000e-04,0,,,MCMC,3.81,9.200e-01,-2.700e-01,89.95,,,322.0,,,2.54,1.92,-0.57,1,5308.00,176.00,-141.00,4.583,0.025,-0.160,0.7960,0.1920,-0.0570,289.869630,46.729710
5411,10019399,K01796.01,,CANDIDATE,CANDIDATE,11.805712480,2.6750000e-06,-2.6750000e-06,0,,,MCMC,42.76,1.829e+01,-1.793e+01,85.94,,,1153.0,,,417.85,555.14,-293.73,1,6065.00,205.00,-189.00,3.888,0.409,-0.227,1.8910,0.8090,-0.7930,294.916110,46.944977
5412,10028352,K01957.01,,CANDIDATE,CANDIDATE,1.386801364,3.1670000e-06,-3.1670000e-06,0,,,MCMC,1.89,1.130e+00,-2.600e-01,85.37,,,1952.0,,,3431.07,6198.89,-1179.15,1,6419.00,149.00,-205.00,4.321,0.100,-0.328,1.1880,0.7130,-0.1610,297.792240,46.935829
5414,10092312,K01823.01,,CANDIDATE,CANDIDATE,4.468457446,3.3040000e-06,-3.3040000e-06,0,,,MCMC,8.88,3.450e+00,-7.000e-01,82.51,,,1080.0,,,321.94,366.52,-83.83,1,5869.00,154.00,-199.00,4.513,0.031,-0.285,0.9420,0.3660,-0.0740,297.787750,47.098331
5423,9205938,K02162.02,,CANDIDATE,CANDIDATE,199.664537000,2.9350000e-03,-2.9350000e-03,0,,,MCMC,1.54,6.600e-01,-1.100e-01,89.95,,,306.0,,,2.07,2.60,-0.47,2,6106.00,152.00,-174.00,4.556,0.027,-0.312,0.8440,0.3630,-0.0590,285.691990,45.689388
5428,6803855,K01695.01,Kepler-930 b,CONFIRMED,CANDIDATE,71.451777500,7.5230000e-04,-7.5230000e-04,0,,,MCMC,2.30,1.210e+00,-6.300e-01,89.95,,,561.0,,,23.44,37.20,-12.60,1,6148.00,166.00,-203.00,4.132,0.239,-0.261,1.4880,0.7810,-0.4060,298.314450,42.247440
5433,10153855,K01981.01,Kepler-1037 b,CONFIRMED,CANDIDATE,1.063788673,1.2650000e-06,-1.2650000e-06,0,,,MCMC,1.61,6.000e-01,-2.300e-01,88.81,,,1652.0,,,1761.19,2035.13,-589.17,1,5265.00,173.00,-141.00,4.400,0.117,-0.251,1.0020,0.3770,-0.1390,296.341030,47.170860
5437,10614012,K01807.01,,CANDIDATE,CANDIDATE,132.134216000,4.3700000e-04,-4.3700000e-04,0,,,MCMC,64.99,7.920e+00,-1.964e+01,89.38,,,809.0,,,101.41,32.28,-56.29,1,5067.00,59.00,-113.00,2.877,0.158,-0.132,8.1210,0.9900,-2.4540,296.928740,47.882950
5438,10616415,K01999.01,,CANDIDATE,CANDIDATE,1.120646436,1.2820000e-06,-1.2820000e-06,0,,,MCMC,45.36,2.208e+01,-1.552e+01,46.41,,,2780.0,,,14127.22,20069.05,-8775.65,1,4972.00,114.00,-163.00,3.449,0.252,-0.296,4.0340,1.9640,-1.3800,297.613980,47.811401
5441,7762723,K02663.01,,CANDIDATE,CANDIDATE,9.887361120,8.7600000e-05,-8.7600000e-05,0,,,MCMC,0.67,2.800e-01,-5.000e-02,89.95,,,770.0,,,82.98,104.44,-18.59,1,5684.00,156.00,-135.00,4.562,0.030,-0.285,0.8190,0.3470,-0.0620,294.997250,43.435921
5442,4178606,K02728.01,Kepler-1326 b,CONFIRMED,CANDIDATE,42.351426700,1.3720000e-04,-1.3720000e-04,0,,,MCMC,3.44,2.030e+00,-5.900e-01,89.95,,,704.0,,,57.92,103.65,-23.49,1,6856.00,166.00,-248.00,4.256,0.100,-0.335,1.4050,0.8320,-0.2390,296.222140,39.268959
5443,5980208,K02742.01,Kepler-1331 b,CONFIRMED,CANDIDATE,0.789161653,1.2140000e-06,-1.2140000e-06,0,,,MCMC,0.96,7.000e-02,-1.100e-01,88.24,,,1243.0,,,564.46,160.95,-179.21,1,4258.00,120.00,-146.00,4.635,0.063,-0.024,0.6220,0.0450,-0.0710,297.073790,41.224480
5446,8036287,K03984.01,Kepler-1537 b,CONFIRMED,CANDIDATE,1.444453798,2.3340000e-06,-2.3340000e-06,0,,,MCMC,2.20,1.350e+00,-8.400e-01,87.66,,,1800.0,,,2479.44,4870.65,-1628.48,1,5305.00,168.00,-150.00,4.088,0.390,-0.316,1.4490,0.8950,-0.5500,294.385380,43.825470
5453,9655129,K01714.01,,CANDIDATE,CANDIDATE,2.744004971,2.0510000e-06,-2.0510000e-06,0,,,MCMC,40.47,2.289e+01,-4.740e+00,70.47,,,1135.0,,,392.49,700.33,-117.74,1,5334.00,173.00,-141.00,4.492,0.091,-0.471,0.8100,0.4580,-0.0950,294.248110,46.374008
5455,10917681,K01963.01,,CANDIDATE,CANDIDATE,12.896216880,3.2650000e-05,-3.2650000e-05,0,,,MCMC,2.54,1.050e+00,-2.100e-01,85.37,,,783.0,,,89.02,106.51,-23.07,1,6072.00,147.00,-181.00,4.510,0.039,-0.301,0.9230,0.3810,-0.0790,290.607450,48.357182
5457,11187436,K01804.01,Kepler-957 b,CONFIRMED,CANDIDATE,5.907413537,5.0670000e-06,-5.0670000e-06,0,,,MCMC,5.04,6.400e-01,-4.800e-01,89.38,,,769.0,,,82.73,36.71,-22.14,1,4963.00,157.00,-139.00,4.585,0.060,-0.057,0.6900,0.0890,-0.0650,290.156340,48.818989
5460,11342573,K01771.01,,CANDIDATE,CANDIDATE,91.056406100,3.5370000e-05,-3.5370000e-05,0,,,MCMC,49.47,2.426e+01,-4.300e+00,89.38,,,431.0,,,8.14,11.75,-2.31,1,6140.00,148.00,-230.00,4.455,0.040,-0.311,1.0480,0.5140,-0.0910,287.663640,49.141499
5461,9823519,K02793.01,Kepler-1350 b,CONFIRMED,CANDIDATE,4.496860400,1.2730000e-05,-1.2730000e-05,0,,,MCMC,2.13,3.400e-01,-2.400e-01,88.81,,,535.0,,,19.34,8.75,-4.91,1,3698.00,75.00,-50.00,4.811,0.060,-0.090,0.4440,0.0700,-0.0500,288.250580,46.679611
5463,7047824,K02806.01,Kepler-1353 b,CONFIRMED,CANDIDATE,24.754396600,1.4310000e-04,-1.4310000e-04,0,,,MCMC,2.03,3.930e+00,-1.600e-01,89.38,,,491.0,,,13.70,119.62,-3.19,1,4852.00,147.00,-119.00,4.519,0.062,-0.862,0.8040,1.5590,-0.0640,295.735350,42.576248
5468,11358389,K02163.02,Kepler-365 c,CONFIRMED,CANDIDATE,17.783559800,1.7430000e-04,-1.7430000e-04,0,,,MCMC,1.63,6.900e-01,-1.700e-01,89.38,,,732.0,,,67.91,85.43,-20.62,2,6011.00,161.00,-201.00,4.429,0.064,-0.288,1.0300,0.4380,-0.1100,295.626590,49.130428
5471,10352333,K03991.01,,CANDIDATE,CANDIDATE,1.570590666,3.2930000e-06,-3.2930000e-06,0,,,MCMC,1.10,1.570e+00,-9.000e-02,89.95,,,1347.0,,,779.25,4479.42,-190.43,1,5565.00,194.00,-149.00,4.576,0.070,-0.802,0.6930,0.9880,-0.0570,296.503540,47.486919
5477,12253474,K01947.01,,CANDIDATE,CANDIDATE,6.422946970,1.0410000e-05,-1.0410000e-05,0,,,MCMC,1.64,7.400e-01,-1.500e-01,89.95,,,1034.0,,,269.80,352.01,-72.99,1,6102.00,140.00,-179.00,4.447,0.050,-0.302,1.0160,0.4580,-0.0950,288.634830,50.912231
5483,10664416,K02599.01,,CANDIDATE,CANDIDATE,25.324720900,3.4520000e-04,-3.4520000e-04,0,,,MCMC,203.88,8.820e+01,-1.770e+01,25.21,,,484.0,,,12.94,17.09,-3.21,1,5128.00,160.00,-131.00,4.600,0.061,-0.864,0.6680,0.2890,-0.0580,291.400790,47.924629
5484,9602613,K02612.01,,CANDIDATE,CANDIDATE,4.612263440,3.2590000e-05,-3.2590000e-05,0,,,MCMC,0.55,2.300e-01,-7.000e-02,84.22,,,1026.0,,,262.30,320.42,-80.96,1,5461.00,162.00,-126.00,4.423,0.113,-0.265,0.9240,0.3750,-0.1190,297.148830,46.296951
5485,5807769,K02614.01,Kepler-1289 b,CONFIRMED,CANDIDATE,7.990196270,5.0830000e-05,-5.0830000e-05,0,,,MCMC,1.15,4.700e-01,-9.000e-02,89.38,,,875.0,,,138.65,167.35,-33.20,1,5933.00,162.00,-167.00,4.547,0.030,-0.292,0.8610,0.3510,-0.0660,296.388820,41.040569
5492,11045383,K01645.01,,CANDIDATE,CANDIDATE,41.166790240,1.4290000e-05,-1.4290000e-05,0,,,MCMC,10.31,3.100e+00,-1.100e+00,89.38,,,446.0,,,9.35,8.64,-2.62,1,5193.00,170.00,-132.00,4.503,0.080,-0.393,0.8050,0.2420,-0.0860,298.210940,48.559158
5496,6603756,K01729.01,,CANDIDATE,CANDIDATE,5.204283146,7.9700000e-07,-7.9700000e-07,0,,,MCMC,16.71,6.570e+00,-1.880e+00,89.38,,,934.0,,,180.12,221.38,-53.44,1,5332.00,188.00,-148.00,4.471,0.090,-0.274,0.8600,0.3380,-0.0970,291.091610,42.058479
5506,5709889,K02783.01,,CANDIDATE,CANDIDATE,0.526888071,1.0210000e-06,-1.0210000e-06,0,,,MCMC,0.82,4.000e-02,-8.000e-02,83.65,,,1448.0,,,1038.43,254.66,-296.01,1,4266.00,125.00,-137.00,4.614,0.054,-0.018,0.6570,0.0350,-0.0640,293.170960,40.995590
5507,3119256,K02784.01,,CANDIDATE,CANDIDATE,4.142452840,1.9340000e-05,-1.9340000e-05,0,,,MCMC,1.44,5.000e-01,-5.200e-01,88.81,,,1756.0,,,2250.03,2292.11,-1439.25,1,6788.00,182.00,-228.00,3.961,0.346,-0.200,1.7550,0.6100,-0.6270,292.050140,38.261002
5511,6041734,K02167.03,Kepler-1129 c,CONFIRMED,CANDIDATE,76.536958600,7.5860000e-04,-7.5860000e-04,0,,,MCMC,2.75,1.080e+00,-3.400e-01,89.95,,,471.0,,,11.62,13.88,-3.90,2,6240.00,192.00,-229.00,4.406,0.083,-0.271,1.0250,0.4040,-0.1250,291.604490,41.309361
5517,3248019,K01759.01,,CANDIDATE,CANDIDATE,1.334104616,6.1000000e-08,-6.1000000e-08,0,,,MCMC,42.73,1.894e+01,-5.330e+00,73.91,,,1880.0,,,2954.64,3956.68,-1020.64,1,6319.00,186.00,-244.00,4.373,0.091,-0.281,1.0830,0.4800,-0.1350,294.596830,38.370140
5530,5773121,K04002.01,,CANDIDATE,CANDIDATE,0.524176094,7.1800000e-07,-7.1800000e-07,0,,,MCMC,1.42,4.600e-01,-1.200e-01,88.81,,,2045.0,,,4133.52,4003.73,-986.51,1,5396.00,155.00,-133.00,4.491,0.050,-0.235,0.9300,0.3030,-0.0770,285.331540,41.063911
5532,4814502,K04004.01,,CANDIDATE,CANDIDATE,4.943285330,2.8630000e-05,-2.8630000e-05,0,,,MCMC,2.24,1.190e+00,-1.020e+00,89.95,,,1490.0,,,1164.87,1933.02,-852.10,1,5759.00,176.00,-151.00,3.846,0.483,-0.271,1.9160,1.0260,-0.8690,283.995090,39.917000
5533,8142787,K04005.01,Kepler-439 b,CONFIRMED,CANDIDATE,178.140456000,1.8730000e-03,-1.8730000e-03,0,,,MCMC,2.33,8.300e-01,-1.700e-01,89.38,,,284.0,,,1.54,1.62,-0.34,1,5592.00,155.00,-141.00,4.584,0.030,-0.220,0.7820,0.2770,-0.0580,280.801570,44.033989
5534,3345675,K01772.01,,CANDIDATE,CANDIDATE,120.003176740,7.2810000e-05,-7.2810000e-05,0,,,MCMC,23.46,1.370e+00,-1.930e+00,89.95,,,240.0,,,0.79,0.22,-0.22,1,4317.00,150.00,-150.00,4.625,0.038,-0.029,0.6690,0.0390,-0.0550,292.300690,38.402142
5543,11075429,K02198.01,Kepler-1137 b,CONFIRMED,CANDIDATE,23.921079100,1.3790000e-04,-1.3790000e-04,0,,,MCMC,2.23,1.260e+00,-5.200e-01,89.95,,,980.0,,,217.61,373.56,-108.60,1,7143.00,179.00,-291.00,4.101,0.147,-0.328,1.7850,1.0150,-0.4120,287.130280,48.665371
5544,11705004,K02199.01,,CANDIDATE,CANDIDATE,9.033226470,6.3560000e-05,-6.3560000e-05,0,,,MCMC,2.05,5.800e-01,-1.600e-01,88.81,,,729.0,,,66.89,59.86,-15.88,1,5311.00,182.00,-151.00,4.588,0.026,-0.181,0.7880,0.2260,-0.0590,287.535030,49.801659
5546,11244682,K03933.01,,CANDIDATE,CANDIDATE,3.490788340,1.3720000e-05,-1.3720000e-05,0,,,MCMC,1.41,3.500e-01,-9.000e-02,88.81,,,1013.0,,,249.21,184.46,-56.23,1,5513.00,163.00,-153.00,4.616,0.030,-0.146,0.7240,0.1770,-0.0500,292.137330,48.917191
